2.500000000000000444e+00 1.028888986688698788e-17
2.500000000000000444e+00 1.028888986688698788e-17
2.500000000000000444e+00 1.028888986688698788e-17
2.500000000000000444e+00 1.028888986688698788e-17
2.500000000000000444e+00 1.028888986688698788e-17
2.500000000000000444e+00 8.516002474433404322e-18
2.500000000000000444e+00 -9.596776219983338043e-18
2.500000000000000444e+00 2.025145965265960282e-16
2.500000000000000444e+00 2.992197760765636048e-16
2.500000000000000444e+00 -1.793868029473121042e-15
2.500000000000000444e+00 5.724320252978164342e-15
2.500000000000000444e+00 -1.340140004491550628e-14
2.500000000000000888e+00 1.398816350382854535e-14
2.499999999999667377e+00 -2.624463920994687724e-13
2.500000000000976108e+00 1.314309143451657795e-12
2.499999999996096012e+00 -5.881333278739488684e-12
2.500000000011119550e+00 2.260883217750228148e-11
2.499999999976897591e+00 -7.371124953239775400e-11
2.499999999995844213e+00 1.859517190305547386e-10
2.500000000350667051e+00 -2.306161743453634694e-10
2.499999997765013582e+00 -9.677197982673374263e-10
2.500000009482785224e+00 8.960824904273066555e-09
2.499999970711821895e+00 -4.185491523414895318e-08
2.500000055188478676e+00 1.351582219678701970e-07
2.500000034461005161e+00 -2.701736235490219311e-07
2.499999207409259405e+00 -4.345285038097513445e-08
2.500003541000777929e+00 2.946722158799873758e-06
2.499991715626216138e+00 -1.291023168101524544e-05
2.500001240576163575e+00 2.706814561705153758e-05
2.500070050341462569e+00 7.618843245089663382e-06
2.499750153552498411e+00 -2.402761665198478930e-04
2.500180299392995575e+00 6.376217502992371274e-04
2.501410395840837353e+00 1.073801825732257622e-04
2.496165433675691769e+00 -4.077799267049309756e-03
2.496052925648640564e+00 4.367709906754873445e-03
2.523743332227808001e+00 1.706986301383400101e-02
2.531684975718444086e+00 -7.980637593961373635e-03
2.457610360471506716e+00 -5.167713232849893007e-02
2.316356035177554951e+00 -7.783655120975592479e-02
2.148643053723732876e+00 -8.591555695552594019e-02
1.978623184432125148e+00 -8.456184523919704765e-02
1.816338991147181670e+00 -7.959701473314073628e-02
1.665161632341596309e+00 -7.361095137499738816e-02
1.525804278931110147e+00 -6.760453144619094079e-02
1.398055339152560528e+00 -6.177239620467829539e-02
1.281418960502362481e+00 -5.625633725976843247e-02
1.175318926851917967e+00 -5.106737025216605969e-02
1.079350497763853278e+00 -4.594716869313911906e-02
9.941499213034963311e-01 -4.010843121958823643e-02
9.300250448475266829e-01 -2.450525077880700425e-02
9.274504580351184968e-01 2.063239990799012671e-02
9.487712833683510372e-01 1.372595141093674179e-03
9.393173035686466221e-01 -1.018726976619111629e-02
9.417714024372974002e-01 1.137760236380924543e-02
9.429138306611770659e-01 -8.980944086758578873e-03
9.419303738782559554e-01 7.613902666872225493e-03
9.471094553684948902e-01 -2.118982953288322570e-03
9.407932965832099814e-01 -6.732287969282628112e-03
9.162771531195778030e-01 -1.860036871234605968e-02
8.851553032193250070e-01 -1.134155343829517000e-02
8.693616905850376497e-01 -2.877512394506512566e-03
8.676879287796297469e-01 1.199386666547134529e-03
8.691246443080833384e-01 8.657089257930035376e-05
8.689867997792743992e-01 -3.690743152090575287e-04
8.677455469019964562e-01 -8.930440175253630611e-04
8.671808332214343551e-01 4.247019849770019423e-03
8.976643017125266466e-01 1.038201555897365694e-02
7.574827526458336457e-01 -2.987712926081205755e-01
2.321256799369653956e-01 -3.193860053364900448e-02
2.563287484569186092e-01 4.992967214352929568e-03
2.486502349239170517e-01 -1.048560278052345935e-03
2.503228675693718874e-01 1.847822594663421365e-04
2.499240783807517852e-01 -2.963680671133877087e-05
2.500178416799743730e-01 3.896755304765776414e-06
2.499958435739037255e-01 -2.846586083572936798e-07
2.500009619126804528e-01 -6.220500426089800103e-08
2.499997783112816452e-01 4.143069678087020245e-08
2.500000510273041598e-01 -1.541904721178100320e-08
2.499999882432553666e-01 4.837542405532744523e-09
2.500000027144030357e-01 -1.393154569935666008e-09
2.499999993721482572e-01 3.796345751887341004e-10
2.500000001452260534e-01 -9.920104298878675745e-11
2.499999999664630213e-01 2.502716219937417306e-11
2.500000000076843532e-01 -6.119592671855718176e-12
2.499999999982334686e-01 1.455788484760718231e-12
2.500000000003859135e-01 -3.356278116000318900e-13
2.499999999999044376e-01 7.755007027824039990e-14
2.500000000000148770e-01 -1.585689602678645213e-14
2.499999999999927003e-01 4.466908208220180082e-15
2.500000000000000000e-01 -7.341460239977152753e-18
2.500000000000000000e-01 2.009445654169838713e-16
2.500000000000000000e-01 -8.194408639925372591e-17
2.500000000000000000e-01 1.692526618823430839e-17
2.500000000000000000e-01 -1.099053800169171329e-19
2.500000000000000000e-01 7.023223393694218184e-19
2.500000000000000000e-01 7.023223393694218184e-19
2.500000000000000000e-01 7.023223393694218184e-19
2.500000000000000000e-01 7.023223393694218184e-19
2.500000000000000000e-01 7.023223393694218184e-19
2.500000000000000000e-01 7.023223393694218184e-19
