9.603429162997564488e-17 -2.831068712794164019e-17 -6.107102074007870888e-17 -2.064320936398230035e-16
7.660538869919873168e-17 -2.831068712794003781e-17 -1.183514642114473646e-16 -2.590520390791712603e-16
-5.800915303672747254e-17 8.881784196999328119e-18 9.811797335157845341e-17 -3.035766082972963566e-16
6.106226635502927419e-18 -1.060262988517016070e-16 -1.498732110644650637e-16 -1.659552125350859327e-16
2.460994371252336786e-17 8.326672684688390556e-17 -1.688795070762354192e-16 3.642919299692931792e-17
-2.248201624866010551e-17 1.443289932012990130e-17 1.335891255201125630e-16 -3.683396180643278258e-16
-6.059967342751602674e-17 -1.038058528024531655e-16 2.212898767972357523e-17 -1.740505887563073183e-16
4.061565898426632821e-17 1.249000902703273251e-16 -4.895775010377345929e-17 -2.833381677442382089e-16
3.423187659260740493e-17 -1.665334536937593309e-17 2.218796310060279630e-16 -4.978656376067033365e-16
-6.078471059828854211e-17 -2.609024107869130972e-17 2.621368185817212632e-16 -1.457167719806344101e-16
1.169434919272438621e-16 2.609024107868805567e-17 -6.758718770698078771e-17 -3.602442418444870947e-16
-2.923587298173309015e-17 6.827871601464207350e-17 1.103674599945974570e-16 -1.578598363138602084e-16
6.143234069573774106e-17 2.758904216193488720e-16 6.573838782063980571e-16 -1.092875789920687496e-16
-5.838847923703680244e-16 -1.262323579008518116e-15 -7.032949146129671083e-15 -9.491828619385006906e-15
-1.982488247633529613e-15 -8.952838470578786484e-15 -1.947292253160804605e-14 7.059168065072206251e-15
1.101230218131423348e-14 -2.158273559712265759e-15 1.010334252471753098e-13 1.883632139155780563e-13
8.343668348830387148e-14 1.905336999289771611e-13 5.438545900832427172e-13 2.095811949891559719e-13
1.360324815747868034e-13 5.571143546475603390e-13 -2.204416810356479168e-13 -2.315824037171991413e-12
-5.753553189461750990e-13 -1.139632832557115086e-12 -8.715120488612809557e-12 -9.344423961449665755e-12
-3.414839059671110848e-12 -1.197337895498749582e-11 -2.401223956769828371e-11 4.218868888626603374e-12
-4.156691842544831155e-12 -2.717142122400872143e-11 3.759521357280758864e-11 1.403713748249931405e-10
2.768270362953001024e-11 5.656803137072463625e-11 4.595683463013342563e-10 4.605921130600312704e-10
1.650095022658628968e-10 5.972884503666837210e-10 1.394002030845262254e-09 9.176506833929908908e-11
4.111648637293144714e-10 2.009855947224978076e-09 5.218848997566587374e-10 -5.041378525303159794e-09
1.340038486603439190e-10 2.565932033495786239e-09 -1.357665673049976996e-08 -2.381245623601513773e-08
-3.503769608538529341e-09 -9.682901452944627921e-09 -7.159031156688189309e-08 -6.004657561037242004e-08
-1.888546720945732145e-08 -7.782208244730160874e-08 -2.239835569884379574e-07 -6.266538466544446458e-08
-6.684994793322570909e-08 -3.227233605193732662e-07 -4.916815643198717505e-07 2.237377252540369299e-07
-1.991028676464532426e-07 -1.053369559659217318e-06 -6.862299803227740854e-07 1.634968279919043280e-06
-5.637244834224339434e-07 -3.100789641907060090e-06 -3.916046875418107305e-09 6.510695675535616905e-06
-1.656759471480311734e-06 -9.065077887764255566e-06 3.356002832415459322e-06 2.097818264423535265e-05
-5.184471853707989465e-06 -2.808718456421558906e-05 9.529449125351788862e-06 5.979358184199845203e-05
-1.603449641725571712e-05 -9.126490659778520569e-05 -6.153607885178270320e-06 1.488929341102539065e-04
-3.995751346103054008e-05 -2.776524188451914171e-04 -2.009814181752219949e-04 2.736430891120732525e-04
-3.184475586209761186e-05 -6.035015837393976337e-04 -1.113467452297580177e-03 5.721772165454972798e-05
2.919000580469814404e-04 -2.004535559104826724e-05 -3.039620529234956028e-03 -1.861312923641889917e-03
6.940496318359040944e-04 4.446622925438264984e-03 -1.614813977364432487e-04 -4.611003105067482295e-03
-4.172866638257518787e-03 -3.762355691936895689e-04 1.253140388702939957e-02 5.363943359596603719e-03
3.786625754762208002e-02 3.439735709759396409e-02 8.978501689885228865e-04 -1.958161431203606605e-03
1.052116440578607787e-01 3.215739946085736239e-02 -9.621154027129787817e-04 5.161438812003755756e-05
1.656409246577493222e-01 2.824721286131276834e-02 -9.892556870164839321e-04 -3.206958047115708646e-07
2.182291115344358878e-01 2.435432150141108795e-02 -9.668138038002567838e-04 5.560198591623656181e-06
2.631877514019303477e-01 2.064373018230268239e-02 -8.999270796614417412e-04 6.244596334179206697e-06
3.009305015426442242e-01 1.713289081249711951e-02 -8.386384627654780129e-04 1.249877888124124814e-05
3.319240583647169451e-01 1.387263021699416780e-02 -8.032850116534210032e-04 1.951976074460159136e-05
3.566397637628752615e-01 1.089741355920395213e-02 -7.135104903703474001e-04 -9.288925300762178875e-06
3.755542304782474861e-01 7.999179825452892162e-03 -7.475113575905461150e-04 1.358526580859679044e-05
3.886942638234058278e-01 5.235626102805651313e-03 -5.942224502833632661e-04 -3.203789307236618652e-05
3.970581408349583286e-01 3.086534959797023261e-03 -9.605063008383245976e-04 -2.937520995669763973e-04
3.985514817085141215e-01 7.141708654910835065e-04 1.554221036013568374e-03 -1.313608478535262811e-03
3.984826037743319227e-01 9.526863095337840268e-04 1.236174308402143707e-03 -3.460405336727769531e-03
3.983155408643188622e-01 8.817841673097912784e-04 -1.228260681402146954e-04 -3.701894218747405450e-03
3.984692525654003337e-01 9.766326954437631880e-04 -6.047130664774569980e-04 -1.420996566559465032e-03
3.983618929110565587e-01 9.713415561448490547e-04 -4.573893009126503146e-04 -3.248077884576792279e-03
3.982843216139249631e-01 9.272798842490702700e-04 -1.268221839201765086e-03 -3.259443884678542118e-03
3.984304449181516050e-01 9.660210996082199057e-05 -2.147092485645171397e-03 -1.087039874849700426e-03
3.981106661879608710e-01 1.436592012487295422e-04 -3.137473148322279803e-03 -1.466524841867684371e-03
3.991782763059207872e-01 3.242844714085167234e-03 -1.880490104778259923e-03 -4.705759996700664173e-03
3.836893820790304166e-01 -3.736482120087945141e-02 -3.938345324139047587e-02 -5.726216953121829843e-03
2.428376918483356461e-01 -3.893691368939652953e-02 5.334780236233253869e-02 -9.970699351559421733e-03
2.370494519978240122e-01 -4.338519997067832694e-03 -3.048430937910743838e-03 7.742684592221381855e-03
2.352959466412939959e-01 7.325283368459300322e-04 1.997546481457656675e-04 2.847367761116643189e-03
2.352675554837362348e-01 -1.876839548210485842e-03 1.076213649588487944e-03 1.131092027239349656e-03
2.355611013331357917e-01 -1.918142227186802207e-03 -2.792095083881788748e-03 4.796252629487372798e-03
2.360560082460529674e-01 8.532033516549193458e-04 -2.051547836338998409e-03 -2.519307480327115899e-03
2.353180145450870231e-01 2.045304206869546192e-03 -2.390634665610508105e-03 -8.245990805644145064e-03
2.351490687235669730e-01 1.203661120119842208e-03 1.630542768082129598e-03 1.563772179998840911e-02
2.014084998750070021e-01 -8.860166334023759915e-02 -1.740651716650180592e-01 -1.438462957698795897e-01
-2.505638130918862692e-03 7.517343029684699258e-03 -4.747226147818386227e-02 4.376868461853123532e-02
1.050245255509578554e-03 -2.328459502718480297e-03 4.442283933669161078e-03 4.811043801201664999e-03
1.177638059681772385e-05 1.997035651168817589e-05 6.798085168267479095e-04 -3.057663732084672792e-03
-3.710562290243002632e-05 7.161894314686083969e-05 -3.689700439815466349e-04 7.293001833452542352e-04
1.107562698233644417e-05 -2.299729776254926715e-05 8.634432353824803051e-05 -1.068783555915890269e-04
-1.939757147114782838e-06 4.237517276598885402e-06 -1.226437081277261967e-05 5.457664815794979614e-06
1.731737961298280094e-07 -4.242918839926331439e-07 5.080486357442306477e-07 2.194078525413382373e-06
