1.000000000000000000e+00 1.190249677220007699e-16 8.215501487519283517e-17 -6.294767308426335320e-16 -1.564233752261034797e-15
1.000000000000000000e+00 7.456138057291822771e-17 -8.077253856203414607e-17 -2.188264914417266168e-16 -7.448623328269068311e-16
1.000000000000000000e+00 -8.405662738447713332e-17 4.234951688797212995e-18 5.769493358153421364e-16 -5.956530778923954515e-16
1.000000000000000000e+00 2.536139677720174518e-16 4.333635107579889958e-16 -4.527547553394569475e-16 -9.922233493437351419e-16
1.000000000000000000e+00 -5.177474881742001237e-17 -7.447662821025524992e-17 -3.365984670915348901e-16 -7.730098477084284306e-16
1.000000000000000000e+00 2.639870059537048033e-16 1.709001438086265154e-16 1.405994534367997200e-16 -8.662678659853301284e-16
1.000000000000000000e+00 -7.256801888782180307e-17 1.366261150794167699e-16 -1.954141777697495975e-16 -1.106770050161781988e-15
1.000000000000000000e+00 3.981080794721096280e-17 -3.009622236343329320e-16 -1.417838576136181857e-16 -4.511584442034195016e-16
1.000000000000000000e+00 -6.980898857649222339e-18 -7.408192259744316742e-17 4.324527907570209969e-16 -1.123481158452202301e-15
1.000000000000000000e+00 -2.484539852633550915e-18 -5.461432929298087289e-17 -3.591761231522045672e-16 -3.907780358466202854e-16
1.000000000000000000e+00 2.395632772117927678e-16 9.124369615246990148e-17 -4.048077151200695917e-16 -1.064522963464627249e-15
1.000000000000000000e+00 2.638362367577856241e-16 4.368976311902407218e-16 -6.001120287323949248e-16 -1.409089146345514235e-15
1.000000000000000000e+00 4.696327933217136005e-16 6.546733345893025820e-16 1.557502810857155604e-15 9.493290288457002300e-16
1.000000000000000000e+00 -9.334953711164647105e-16 -1.955558198903836848e-15 -6.461741351655198711e-15 -2.730802996217921931e-15
1.000000000000000000e+00 3.256427329941343021e-17 4.953851477598901024e-15 1.188635910088564300e-15 -2.200208743354248304e-14
9.999999999999784617e-01 -1.024481429263544873e-14 -1.590696441509350213e-14 5.077445278404509336e-14 1.351392289807204908e-13
9.999999999999917843e-01 -1.032715168647537133e-14 -1.917820573757303833e-15 -3.876339002391468966e-13 -5.610559601691180504e-13
9.999999999999733546e-01 1.089893206135981197e-13 2.842561715120357866e-13 1.848984131326742232e-12 1.745887300411059693e-12
9.999999999997716271e-01 -6.535302570580749716e-13 -1.943004920545453996e-12 -7.258635100698182297e-12 -4.274344802591323492e-12
1.000000000001060485e+00 2.882720042085586071e-12 9.504174626809345838e-12 2.510716755296314769e-11 6.801118224678560551e-12
9.999999999947972729e-01 -1.134579586298542983e-11 -4.009044502737173507e-11 -8.125331685392571918e-11 3.226781653832515037e-12
