2.500000000000000444e+00 4.086693499542460784e-16 1.899856859437714079e-17 -2.452736319191745705e-15 -2.772043247094474399e-15
2.500000000000000444e+00 2.449186870440809791e-16 -7.505507159037246812e-16 -1.062874443970741860e-15 -9.505832282810505582e-16
2.500000000000000444e+00 -3.185366528949102342e-16 -2.541321630573489698e-16 1.673969130915037059e-15 6.158339330741811585e-16
2.500000000000000444e+00 8.989427415024588291e-16 1.158737015310727100e-15 -1.722140038587210868e-15 -1.239836103469520859e-15
2.500000000000000444e+00 -1.649095384678463803e-16 -6.061829008463156088e-16 -1.286378365845272258e-15 -4.068558540289118070e-16
2.500000000000000444e+00 9.282696966481973130e-16 1.976273942989372372e-16 3.138907342703856789e-16 -1.022053054332508850e-15
2.500000000000000444e+00 -2.678995564709624104e-16 1.170773016902243104e-16 -9.684791942997946935e-16 -1.656913407246612272e-15
2.500000000000000444e+00 1.494822527170299124e-16 -1.348184438153444981e-15 -6.404469013719508451e-16 9.857888032936504834e-16
2.500000000000000444e+00 1.272286976144954032e-17 -6.130116411886596315e-16 1.526948981283607130e-15 -1.676609044064919404e-15
2.500000000000000444e+00 5.225232012494124918e-18 -6.115830207785865034e-16 -1.379289100619996688e-15 5.376351152382139916e-16
2.500000000000000444e+00 8.614238227251894225e-16 4.629333757031646592e-17 -1.486317491748819153e-15 -1.046762467653369965e-15
2.500000000000000444e+00 9.367732354496819196e-16 1.062115899228506991e-15 -2.225917272563085785e-15 -3.271066715350049455e-15
2.500000000000000444e+00 1.649179381834944129e-15 2.022607432344201167e-15 5.279757490067477669e-15 6.024348896718874631e-15
2.500000000000000444e+00 -3.179420787515675610e-15 -7.085903986672028060e-15 -2.230723137599163203e-14 -6.712793712902578288e-15
2.500000000000000888e+00 5.210830343891885753e-16 1.766209758354343227e-14 6.331643594398708739e-15 -7.119568380564587410e-14
2.499999999999931610e+00 -3.539227047646057935e-14 -5.657038473465564009e-14 1.802172528944477321e-13 4.723958835019309913e-13
2.499999999999976907e+00 -3.479785378109924190e-14 -4.325939336532286148e-15 -1.349063496839660857e-12 -1.947054458267048234e-12
2.499999999999928946e+00 3.846479010822107667e-13 9.963893516079948707e-13 6.489821874215053844e-12 6.122555126643726348e-12
2.499999999999251266e+00 -2.284122673128037459e-12 -6.802606174675684256e-12 -2.538656574333502989e-11 -1.496706118033589829e-11
2.500000000003778755e+00 1.009132487965986286e-11 3.326241284039586951e-11 8.788541066102345313e-11 2.379648506090516760e-11
2.499999999981866949e+00 -3.971059532448483912e-11 -1.403203616557430700e-10 -2.843886195668226687e-10 1.127787709258431243e-11
2.500000000072988726e+00 1.468220348319396812e-10 5.478304530945545309e-10 9.083458570227144851e-10 -2.873128948492852480e-10
2.499999999724913824e+00 -5.245536888450992287e-10 -2.049050155946131707e-09 -3.039155966194926702e-09 1.452574379786251515e-09
2.500000000969184732e+00 1.815417789374831991e-09 7.428644856640818540e-09 1.111844975494575354e-08 -4.923007637230904305e-09
2.499999996853190076e+00 -5.927485502680458905e-09 -2.577445465899607874e-08 -4.418632635468836380e-08 1.007464628346572394e-08
2.500000008766270376e+00 1.695027189365300864e-08 8.167731242915765113e-08 1.803163013112521477e-07 1.290243007677044413e-08
2.499999983574515472e+00 -3.402151591158123140e-08 -2.097204646191303057e-07 -6.982510994098183745e-07 -2.749916733677118089e-07
2.499999986764401605e+00 -1.130487852954849651e-08 2.598224545304759441e-07 2.327019625305793139e-06 1.767622551670489243e-06
2.500000300567219558e+00 5.123635100845717306e-07 1.251456367674182548e-06 -5.539681867778009987e-06 -7.607414681705565314e-06
2.499998528491183425e+00 -2.487473926899956386e-06 -1.040513770304529741e-05 2.630837411369230711e-06 2.123309232350161147e-05
2.500003318605272806e+00 4.473290481090013027e-06 3.454797686066223889e-05 4.910877737005391925e-05 -1.732727509430463092e-05
2.500003203005014996e+00 1.358725372322720078e-05 -1.499631793997950282e-05 -2.069856190512087840e-04 -1.422897170858872305e-04
2.499963443521909578e+00 -7.351942751063550636e-05 -3.046333611320688650e-04 7.573614799345000886e-05 5.124543480282948461e-04
2.500008722514132753e+00 -9.250149943484511157e-05 4.996662131264293294e-04 1.583245906626826183e-03 4.207981610016639376e-04
2.500237899716093892e+00 5.816795543766136107e-04 2.479054635814723420e-03 -3.614702478558306608e-04 -3.334528507914213090e-03
2.500410940354598655e+00 2.127881105402213303e-03 1.006297998416920067e-03 -9.275577279129421093e-03 -6.430727231699559510e-03
2.500706230031198629e+00 4.484745734458052586e-03 -7.341715308007388217e-03 -2.064234514060883652e-02 -2.929004470211301996e-03
