-5.551115123125830003e-18 1.665334536937741220e-17 1.186417076112777096e-17
-1.850371707708744046e-18 -2.220446049250311663e-17 1.085989509886651324e-16
3.515706244646332578e-17 3.330669073875469498e-17 2.053337312161939520e-16
4.440892098500555534e-17 -1.110223024625150131e-17 1.128878667949405881e-16
-1.073215590470972585e-16 -7.216449660063506666e-17 7.980574362620159176e-17
-1.480297366166894164e-17 1.221245327087670814e-16 1.325956064175286917e-16
9.529414294699231380e-17 -1.665334536937728278e-17 1.378732031205819106e-16
1.295260195395950503e-17 1.110223024625157681e-17 1.127676056025784219e-16
-3.793262000802526434e-17 -3.885780586188043947e-17 9.096224299409401127e-17
-7.771561172375916564e-17 -2.775557561562589673e-17 -6.774153759915320814e-17
9.344377123928253053e-17 2.053912595556569034e-16 -1.844245798340225915e-16
2.146431180941930131e-16 6.050715484207049108e-16 3.688074723852223486e-16
7.651287011374467140e-16 3.602673714908484983e-15 4.553087705514048996e-15
-7.040664347832584657e-16 3.114175584072761114e-15 1.616680604326340676e-14
-1.354842164384200807e-14 -4.577449530529601953e-14 -6.456697592088687350e-15
-3.063660436452794336e-14 -2.279454403009043822e-13 -2.851544619517442991e-13
1.352862266657048823e-13 -9.353073870949888517e-14 -9.465748853708783701e-13
9.402080965632998279e-13 3.235517409549982374e-12 1.192489240541257017e-12
6.593170454037147597e-13 1.108858005416314027e-11 1.756749327242355713e-11
-1.232117833686414495e-11 -1.793868942279365429e-11 2.981814782293056181e-11
-3.610133025855087675e-11 -1.974499064250021268e-10 -1.733588622394468786e-10
1.083163299793975498e-10 -1.318484210699129454e-10 -7.324447770114676872e-10
6.379574396530884211e-10 2.392322295818865228e-09 1.078039955069734467e-09
-7.979346526114746318e-10 4.315484131156147927e-09 1.023014778969692656e-08
-8.447158598526962126e-09 -2.600691905718676756e-08 -5.107334745839490636e-09
8.912630138544010609e-09 -5.642613251088488560e-08 -1.162488606357353964e-07
9.441022979505791362e-08 2.988624169364420856e-07 7.021409974304957898e-08
-1.797605244685608499e-07 3.905746367549126266e-07 1.131686879874597357e-06
-7.494977778706211910e-07 -3.413400404173003080e-06 -1.865684790949696596e-06
3.183018317749290546e-06 1.960319586081020184e-06 -7.202622525865705523e-06
-5.294894455280283852e-07 2.543065092793684879e-05 2.976483555868175528e-05
-2.617379831227517373e-05 -8.179202089541050247e-05 -1.877663706275353397e-05
9.138732440488873238e-05 6.511013715974764892e-05 -1.471455882011124658e-04
-1.570240285799643699e-04 2.938556321879123552e-04 5.807473693791209875e-04
7.293928373733370510e-05 -1.406905336725815595e-03 -1.267170231039289885e-03
2.942012120980195514e-04 3.762277909494922152e-03 2.181559205457284448e-03
-8.674773613228459537e-04 -8.315904742148872569e-03 -4.091315564210915717e-03
-4.517746595743712609e-03 1.189156310178214951e-02 9.029321203215772210e-03
4.404772601717051733e-02 3.198703998330323928e-02 1.798661544901452962e-03
1.080874720208107181e-01 3.117003342844592087e-02 -6.410811807161742809e-04
1.669326410751786893e-01 2.765207031943260271e-02 -8.327961012216772126e-04
2.185619921182068437e-01 2.396868283559912619e-02 -8.593115540262674353e-04
2.629427829428997443e-01 2.038494897375108320e-02 -8.949500089387735918e-04
3.003126674700452581e-01 1.702051595865046799e-02 -8.488534779201828114e-04
3.310216845818497733e-01 1.375745055326955089e-02 -7.311970414208159410e-04
3.555582110417577768e-01 1.074922556954521248e-02 -7.625699923687062490e-04
3.742478233469419546e-01 8.028912103739708692e-03 -6.281827700066900527e-04
3.877566075761179620e-01 5.464029713427101705e-03 -6.412107933534244271e-04
3.964213364816244201e-01 3.253474968069014397e-03 -5.721069458583257590e-04
3.989763487586981960e-01 -8.516876749596151690e-04 -9.158024812170511902e-04
3.985412180251028946e-01 1.047868566070968559e-04 -1.224917514386294039e-03
3.983687889924690806e-01 7.058574577317899184e-04 2.575121855055041297e-04
3.983904255178354892e-01 3.045013874506585696e-04 1.549242147093707377e-03
3.982794641108093336e-01 -1.281746002546528367e-04 1.756429973803993062e-03
3.983730662859642502e-01 3.917877503831990399e-04 1.793924169066850056e-03
3.983584937355613698e-01 -1.278885596753058648e-03 6.477132116015434267e-04
3.981277784730338776e-01 4.373748558988646714e-04 -1.105527026217012314e-03
4.010733752019264853e-01 5.230857574614163757e-03 2.047440509586720241e-03
3.746823559912655366e-01 -4.949537044704477307e-02 -2.189744957092751645e-02
2.501869505815440542e-01 -4.332874950992881419e-02 2.519653055894907276e-02
2.337317428121183649e-01 7.988007260597543638e-03 -4.377765199486922248e-03
2.354016455092909910e-01 -2.149435064447769925e-03 1.987247287835894154e-03
2.354013484398643774e-01 1.496551489538417226e-04 -7.689369282313157162e-04
2.354424980916701438e-01 -7.830633952607123104e-05 -3.949497227397704455e-04
2.355137504429029027e-01 2.507157467866498674e-04 2.428173207604796360e-04
2.356176104618484257e-01 7.017403573860822759e-04 1.713497170358881322e-03
2.329777265113882889e-01 -2.286422597823880871e-03 8.104950367086775562e-03
2.065816806499609082e-01 -9.767765920869153629e-02 -1.426651590878344200e-01
-3.381912274221660075e-03 2.460545457310107584e-02 -1.811764696321726750e-02
-1.242931191416253144e-03 4.235028706063310305e-03 6.032345695374851172e-04
-1.747050727692490567e-04 3.839032970833021865e-04 9.930943573734551857e-04
-1.325067901589131820e-05 -2.484806829546339058e-05 3.441880685071643971e-04
1.890239947365851619e-06 -2.429302539157130472e-05 8.950575321194800360e-05
1.244018816282594264e-06 -8.214724177611557179e-06 2.019690292003401951e-05
3.969035607651336066e-07 -2.152324031694080135e-06 4.108121524961409757e-06
1.013305382776805223e-07 -4.914697875932096393e-07 7.590781023352257186e-07
2.275877212405114385e-08 -1.012393901100828596e-07 1.252008771109550306e-07
4.617250882905338049e-09 -1.886815595014668214e-08 1.732138302780062028e-08
8.436608320514817825e-10 -3.118211028274631075e-09 1.590167484777220372e-09
1.355583507713576688e-10 -4.322727592543073156e-10 -8.079216217687316805e-11
1.800219013211346824e-11 -4.118098015371773638e-11 -9.217792731347757770e-11
1.527309066255609751e-12 1.286166312340072478e-12 -3.167770999405260727e-11
-1.266230176265791666e-13 2.141584826142582608e-12 -8.439432636289149376e-12
-1.122464389953764976e-13 7.820598335594130498e-13 -1.964892458346071356e-12
-3.897426363123036516e-14 2.151688549556337220e-13 -4.093360977223462896e-13
-1.056099652174609319e-14 5.015085569048702554e-14 -7.552271156661003650e-14
-2.500199121809400438e-15 1.017796957825083039e-14 -1.191364327151045748e-14
-5.932754287840561934e-16 1.781214065132972824e-15 -1.462325323734334695e-15
-1.557781681427160889e-16 2.976785484776261026e-16 -1.219611323717268850e-16
-2.798687207909229592e-17 6.730727086790211946e-17 2.600648284854470747e-18
-3.700743415417395647e-18 -2.775557561562317578e-18 8.749270147473052781e-18
2.775557561562890735e-18 0.000000000000000000e+00 -1.156136238655406246e-17
0.000000000000000000e+00 0.000000000000000000e+00 -5.416064443671379757e-18
0.000000000000000000e+00 0.000000000000000000e+00 -5.974727893024715508e-18
0.000000000000000000e+00 0.000000000000000000e+00 -9.885372038494766263e-18
0.000000000000000000e+00 0.000000000000000000e+00 -5.974727893024276396e-18
0.000000000000000000e+00 0.000000000000000000e+00 -1.100269893720101868e-17
0.000000000000000000e+00 0.000000000000000000e+00 1.846560397916331632e-18
0.000000000000000000e+00 0.000000000000000000e+00 -4.857400994318398377e-18
0.000000000000000000e+00 0.000000000000000000e+00 1.471612656840613540e-18
